AISLE,0,0,0,0,0,0,0,0,0,0,0,0
ALARM,0,0,0,0,0,0,0,0,0,0,0,0
ALBUM,0,0,0,0,0,0,0,0,0,0,0,0
ALERT,0,0,0,0,0,0,0,0,0,0,0,0
ALGAE,0,0,0,0,0,0,0,0,0,0,0,0
ALIBI,0,0,0,0,0,0,0,0,0,0,0,0
ALIEN,0,0,0,0,0,0,0,0,0,0,0,0
ALIGN,0,0,0,0,0,0,0,0,0,0,0,0
ALIKE,0,0,0,0,0,0,0,0,0,0,0,0
ALIVE,0,0,0,0,0,0,0,0,0,0,0,0
ALLAY,0,0,0,0,0,0,0,0,0,0,0,0
ALLEY,0,0,0,0,0,0,0,0,0,0,0,0
ALLOT,0,0,0,0,0,0,0,0,0,0,0,0
ALLOW,0,0,0,0,0,0,0,0,0,0,0,0
ALLOY,0,0,0,0,0,0,0,0,0,0,0,0
ALOFT,0,0,0,0,0,0,0,0,0,0,0,0
ALONE,0,0,0,0,0,0,0,0,0,0,0,0
ALONG,0,0,0,0,0,0,0,0,0,0,0,0
ALOOF,0,0,0,0,0,0,0,0,0,0,0,0
ALOUD,0,0,0,0,0,0,0,0,0,0,0,0
ALPHA,0,0,0,0,0,0,0,0,0,0,0,0
ALTAR,0,0,0,0,0,0,0,0,0,0,0,0
ALTER,0,0,0,0,0,0,0,0,0,0,0,0
AMASS,0,0,0,0,0,0,0,0,0,0,0,0
AMAZE,0,0,0,0,0,0,0,0,0,0,0,0
AMBER,0,0,0,0,0,0,0,0,0,0,0,0
AMBLE,0,0,0,0,0,0,0,0,0,0,0,0
AMEND,0,0,0,0,0,0,0,0,0,0,0,0
AMISS,0,0,0,0,0,0,0,0,0,0,0,0
AMITY,0,0,0,0,0,0,0,0,0,0,0,0
AMONG,0,0,0,0,0,0,0,0,0,0,0,0
AMPLE,0,0,0,0,0,0,0,0,0,0,0,0
AMPLY,0,0,0,0,0,0,0,0,0,0,0,0
AMUSE,0,0,0,0,0,0,0,0,0,0,0,0
ANGEL,0,0,0,0,0,0,0,0,0,0,0,0
ANGER,0,0,0,0,0,0,0,0,0,0,0,0
ANGLE,0,0,0,0,0,0,0,0,0,0,0,0
ANGRY,0,0,0,0,0,0,0,0,0,0,0,0
ANGST,0,0,0,0,0,0,0,0,0,0,0,0
ANIME,0,0,0,0,0,0,0,0,0,0,0,0
ANKLE,0,0,0,0,0,0,0,0,0,0,0,0
ANNEX,0,0,0,0,0,0,0,0,0,0,0,0
ANNOY,0,0,0,0,0,0,0,0,0,0,0,0
ANNUL,0,0,0,0,0,0,0,0,0,0,0,0
ANODE,0,0,0,0,0,0,0,0,0,0,0,0
ANTIC,0,0,0,0,0,0,0,0,0,0,0,0
ANVIL,0,0,0,0,0,0,0,0,0,0,0,0
AORTA,0,0,0,0,0,0,0,0,0,0,0,0
APART,0,0,0,0,0,0,0,0,0,0,0,0
APHID,0,0,0,0,0,0,0,0,0,0,0,0
APING,0,0,0,0,0,0,0,0,0,0,0,0
APNEA,0,0,0,0,0,0,0,0,0,0,0,0
APPLE,0,0,0,0,0,0,0,0,0,0,0,0
APPLY,0,0,0,0,0,0,0,0,0,0,0,0
APRON,0,0,0,0,0,0,0,0,0,0,0,0
APTLY,0,0,0,0,0,0,0,0,0,0,0,0
ARBOR,0,0,0,0,0,0,0,0,0,0,0,0
ARDOR,0,0,0,0,0,0,0,0,0,0,0,0
ARENA,0,0,0,0,0,0,0,0,0,0,0,0
ARGUE,0,0,0,0,0,0,0,0,0,0,0,0
ARISE,0,0,0,0,0,0,0,0,0,0,0,0
ARMOR,0,0,0,0,0,0,0,0,0,0,0,0
AROMA,0,0,0,0,0,0,0,0,0,0,0,0
AROSE,0,0,0,0,0,0,0,0,0,0,0,0
ARRAY,0,0,0,0,0,0,0,0,0,0,0,0
ARROW,0,0,0,0,0,0,0,0,0,0,0,0
ARSON,0,0,0,0,0,0,0,0,0,0,0,0
ARTSY,0,0,0,0,0,0,0,0,0,0,0,0
ASCOT,0,0,0,0,0,0,0,0,0,0,0,0
ASHEN,0,0,0,0,0,0,0,0,0,0,0,0
ASIDE,0,0,0,0,0,0,0,0,0,0,0,0
ASKEW,0,0,0,0,0,0,0,0,0,0,0,0
ASSAY,0,0,0,0,0,0,0,0,0,0,0,0
ASSET,0,0,0,0,0,0,0,0,0,0,0,0
ATOLL,0,0,0,0,0,0,0,0,0,0,0,0
ATONE,0,0,0,0,0,0,0,0,0,0,0,0
ATTIC,0,0,0,0,0,0,0,0,0,0,0,0
AUDIO,0,0,0,0,0,0,0,0,0,0,0,0
AUDIT,0,0,0,0,0,0,0,0,0,0,0,0
AUGUR,0,0,0,0,0,0,0,0,0,0,0,0
AUNTY,0,0,0,0,0,0,0,0,0,0,0,0
AVAIL,0,0,0,0,0,0,0,0,0,0,0,0
AVERT,0,0,0,0,0,0,0,0,0,0,0,0
AVIAN,0,0,0,0,0,0,0,0,0,0,0,0
AVOID,0,0,0,0,0,0,0,0,0,0,0,0
AWAIT,0,0,0,0,0,0,0,0,0,0,0,0
AWAKE,0,0,0,0,0,0,0,0,0,0,0,0
AWARD,0,0,0,0,0,0,0,0,0,0,0,0
AWARE,0,0,0,0,0,0,0,0,0,0,0,0
AWASH,0,0,0,0,0,0,0,0,0,0,0,0
AWFUL,0,0,0,0,0,0,0,0,0,0,0,0
AWOKE,0,0,0,0,0,0,0,0,0,0,0,0
AXIAL,0,0,0,0,0,0,0,0,0,0,0,0
AXIOM,0,0,0,0,0,0,0,0,0,0,0,0
AXION,0,0,0,0,0,0,0,0,0,0,0,0
AZURE,0,0,0,0,0,0,0,0,0,0,0,0
BACON,0,0,0,0,0,0,0,0,0,0,0,0
BADGE,0,0,0,0,0,0,0,0,0,0,0,0
BADLY,0,0,0,0,0,0,0,0,0,0,0,0
BAGEL,0,0,0,0,0,0,0,0,0,0,0,0
BAGGY,0,0,0,0,0,0,0,0,0,0,0,0
BAKER,0,0,0,0,0,0,0,0,0,0,0,0
BALER,0,0,0,0,0,0,0,0,0,0,0,0
BALMY,0,0,0,0,0,0,0,0,0,0,0,0
BANAL,0,0,0,0,0,0,0,0,0,0,0,0
BANJO,0,0,0,0,0,0,0,0,0,0,0,0
BARGE,0,0,0,0,0,0,0,0,0,0,0,0
BARON,0,0,0,0,0,0,0,0,0,0,0,0
BASAL,0,0,0,0,0,0,0,0,0,0,0,0
BASIC,0,0,0,0,0,0,0,0,0,0,0,0
BASIL,0,0,0,0,0,0,0,0,0,0,0,0
BASIN,0,0,0,0,0,0,0,0,0,0,0,0
BASIS,0,0,0,0,0,0,0,0,0,0,0,0
BASTE,0,0,0,0,0,0,0,0,0,0,0,0
BATCH,0,0,0,0,0,0,0,0,0,0,0,0
BATHE,0,0,0,0,0,0,0,0,0,0,0,0
BATON,0,0,0,0,0,0,0,0,0,0,0,0
BATTY,0,0,0,0,0,0,0,0,0,0,0,0
BAWDY,0,0,0,0,0,0,0,0,0,0,0,0
BAYOU,0,0,0,0,0,0,0,0,0,0,0,0
BEACH,0,0,0,0,0,0,0,0,0,0,0,0
BEADY,0,0,0,0,0,0,0,0,0,0,0,0
BEARD,0,0,0,0,0,0,0,0,0,0,0,0
BEAST,0,0,0,0,0,0,0,0,0,0,0,0
BEECH,0,0,0,0,0,0,0,0,0,0,0,0
BEEFY,0,0,0,0,0,0,0,0,0,0,0,0
BEFIT,0,0,0,0,0,0,0,0,0,0,0,0
BEGAN,0,0,0,0,0,0,0,0,0,0,0,0
BEGAT,0,0,0,0,0,0,0,0,0,0,0,0
BEGET,0,0,0,0,0,0,0,0,0,0,0,0
BEGIN,0,0,0,0,0,0,0,0,0,0,0,0
BEGUN,0,0,0,0,0,0,0,0,0,0,0,0
BEING,0,0,0,0,0,0,0,0,0,0,0,0
BELCH,0,0,0,0,0,0,0,0,0,0,0,0
BELIE,0,0,0,0,0,0,0,0,0,0,0,0
BELLE,0,0,0,0,0,0,0,0,0,0,0,0
BELLY,0,0,0,0,0,0,0,0,0,0,0,0
BELOW,0,0,0,0,0,0,0,0,0,0,0,0
BENCH,0,0,0,0,0,0,0,0,0,0,0,0
BERET,0,0,0,0,0,0,0,0,0,0,0,0
BERRY,0,0,0,0,0,0,0,0,0,0,0,0
BERTH,0,0,0,0,0,0,0,0,0,0,0,0
BESET,0,0,0,0,0,0,0,0,0,0,0,0
BETEL,0,0,0,0,0,0,0,0,0,0,0,0
BEVEL,0,0,0,0,0,0,0,0,0,0,0,0
BEZEL,0,0,0,0,0,0,0,0,0,0,0,0
BIBLE,0,0,0,0,0,0,0,0,0,0,0,0
BICEP,0,0,0,0,0,0,0,0,0,0,0,0
BIDDY,0,0,0,0,0,0,0,0,0,0,0,0
BIGOT,0,0,0,0,0,0,0,0,0,0,0,0
BILGE,0,0,0,0,0,0,0,0,0,0,0,0
BILLY,0,0,0,0,0,0,0,0,0,0,0,0
BINGE,0,0,0,0,0,0,0,0,0,0,0,0
BINGO,0,0,0,0,0,0,0,0,0,0,0,0
BIOME,0,0,0,0,0,0,0,0,0,0,0,0
BIRCH,0,0,0,0,0,0,0,0,0,0,0,0
BIRTH,0,0,0,0,0,0,0,0,0,0,0,0
BISON,0,0,0,0,0,0,0,0,0,0,0,0
BITTY,0,0,0,0,0,0,0,0,0,0,0,0
BLACK,0,0,0,0,0,0,0,0,0,0,0,0
BLADE,0,0,0,0,0,0,0,0,0,0,0,0
BLAME,0,0,0,0,0,0,0,0,0,0,0,0
BLAND,0,0,0,0,0,0,0,0,0,0,0,0
BLANK,0,0,0,0,0,0,0,0,0,0,0,0
BLARE,0,0,0,0,0,0,0,0,0,0,0,0
BLAST,0,0,0,0,0,0,0,0,0,0,0,0
BLAZE,0,0,0,0,0,0,0,0,0,0,0,0
BLEAK,0,0,0,0,0,0,0,0,0,0,0,0
BLEAT,0,0,0,0,0,0,0,0,0,0,0,0
BLEED,0,0,0,0,0,0,0,0,0,0,0,0
BLEEP,0,0,0,0,0,0,0,0,0,0,0,0
BLEND,0,0,0,0,0,0,0,0,0,0,0,0
BLESS,0,0,0,0,0,0,0,0,0,0,0,0
BLIMP,0,0,0,0,0,0,0,0,0,0,0,0
BLIND,0,0,0,0,0,0,0,0,0,0,0,0
BLINK,0,0,0,0,0,0,0,0,0,0,0,0
BLISS,0,0,0,0,0,0,0,0,0,0,0,0
BLITZ,0,0,0,0,0,0,0,0,0,0,0,0
BLOAT,0,0,0,0,0,0,0,0,0,0,0,0
BLOCK,0,0,0,0,0,0,0,0,0,0,0,0
BLOKE,0,0,0,0,0,0,0,0,0,0,0,0
BLOND,0,0,0,0,0,0,0,0,0,0,0,0
BLOOD,0,0,0,0,0,0,0,0,0,0,0,0
BLOOM,0,0,0,0,0,0,0,0,0,0,0,0
BLOWN,0,0,0,0,0,0,0,0,0,0,0,0
BLUER,0,0,0,0,0,0,0,0,0,0,0,0
BLUFF,0,0,0,0,0,0,0,0,0,0,0,0
BLUNT,0,0,0,0,0,0,0,0,0,0,0,0
BLURB,0,0,0,0,0,0,0,0,0,0,0,0
BLURT,0,0,0,0,0,0,0,0,0,0,0,0
BLUSH,0,0,0,0,0,0,0,0,0,0,0,0
BOARD,0,0,0,0,0,0,0,0,0,0,0,0
BOAST,0,0,0,0,0,0,0,0,0,0,0,0
BOBBY,0,0,0,0,0,0,0,0,0,0,0,0
BONEY,0,0,0,0,0,0,0,0,0,0,0,0
BONGO,0,0,0,0,0,0,0,0,0,0,0,0
BONUS,0,0,0,0,0,0,0,0,0,0,0,0
BOOBY,0,0,0,0,0,0,0,0,0,0,0,0
BOOST,0,0,0,0,0,0,0,0,0,0,0,0
BOOTH,0,0,0,0,0,0,0,0,0,0,0,0
BOOTY,0,0,0,0,0,0,0,0,0,0,0,0
BOOZE,0,0,0,0,0,0,0,0,0,0,0,0
BOOZY,0,0,0,0,0,0,0,0,0,0,0,0
BORAX,0,0,0,0,0,0,0,0,0,0,0,0
BORNE,0,0,0,0,0,0,0,0,0,0,0,0
BOSOM,0,0,0,0,0,0,0,0,0,0,0,0
BOSSY,0,0,0,0,0,0,0,0,0,0,0,0
BOTCH,0,0,0,0,0,0,0,0,0,0,0,0
BOUGH,0,0,0,0,0,0,0,0,0,0,0,0
BOULE,0,0,0,0,0,0,0,0,0,0,0,0
BOUND,0,0,0,0,0,0,0,0,0,0,0,0
BOWEL,0,0,0,0,0,0,0,0,0,0,0,0
BOXER,0,0,0,0,0,0,0,0,0,0,0,0
BRACE,0,0,0,0,0,0,0,0,0,0,0,0
BRAID,0,0,0,0,0,0,0,0,0,0,0,0
BRAIN,0,0,0,0,0,0,0,0,0,0,0,0
BRAKE,0,0,0,0,0,0,0,0,0,0,0,0
BRAND,0,0,0,0,0,0,0,0,0,0,0,0
BRASH,0,0,0,0,0,0,0,0,0,0,0,0
BRASS,0,0,0,0,0,0,0,0,0,0,0,0
BRAVE,0,0,0,0,0,0,0,0,0,0,0,0
BRAVO,0,0,0,0,0,0,0,0,0,0,0,0
BRAWL,0,0,0,0,0,0,0,0,0,0,0,0
BRAWN,0,0,0,0,0,0,0,0,0,0,0,0
BREAD,0,0,0,0,0,0,0,0,0,0,0,0
BREAK,0,0,0,0,0,0,0,0,0,0,0,0
BREED,0,0,0,0,0,0,0,0,0,0,0,0
BRIAR,0,0,0,0,0,0,0,0,0,0,0,0
BRIBE,0,0,0,0,0,0,0,0,0,0,0,0
BRICK,0,0,0,0,0,0,0,0,0,0,0,0
BRIDE,0,0,0,0,0,0,0,0,0,0,0,0
BRIEF,0,0,0,0,0,0,0,0,0,0,0,0
BRINE,0,0,0,0,0,0,0,0,0,0,0,0
BRING,0,0,0,0,0,0,0,0,0,0,0,0
BRINK,0,0,0,0,0,0,0,0,0,0,0,0
BRINY,0,0,0,0,0,0,0,0,0,0,0,0
BRISK,0,0,0,0,0,0,0,0,0,0,0,0
BROAD,0,0,0,0,0,0,0,0,0,0,0,0
BROIL,0,0,0,0,0,0,0,0,0,0,0,0
BROKE,0,0,0,0,0,0,0,0,0,0,0,0
BROOD,0,0,0,0,0,0,0,0,0,0,0,0
BROOK,0,0,0,0,0,0,0,0,0,0,0,0
BROOM,0,0,0,0,0,0,0,0,0,0,0,0
BROTH,0,0,0,0,0,0,0,0,0,0,0,0
BROWN,0,0,0,0,0,0,0,0,0,0,0,0
BRUNT,0,0,0,0,0,0,0,0,0,0,0,0
BRUSH,0,0,0,0,0,0,0,0,0,0,0,0
BRUTE,0,0,0,0,0,0,0,0,0,0,0,0
BUDDY,0,0,0,0,0,0,0,0,0,0,0,0
BUDGE,0,0,0,0,0,0,0,0,0,0,0,0
BUGGY,0,0,0,0,0,0,0,0,0,0,0,0
BUGLE,0,0,0,0,0,0,0,0,0,0,0,0
BUILD,0,0,0,0,0,0,0,0,0,0,0,0
BUILT,0,0,0,0,0,0,0,0,0,0,0,0
BULGE,0,0,0,0,0,0,0,0,0,0,0,0
BULKY,0,0,0,0,0,0,0,0,0,0,0,0
BULLY,0,0,0,0,0,0,0,0,0,0,0,0
BUNCH,0,0,0,0,0,0,0,0,0,0,0,0
BUNNY,0,0,0,0,0,0,0,0,0,0,0,0
BURLY,0,0,0,0,0,0,0,0,0,0,0,0
BURNT,0,0,0,0,0,0,0,0,0,0,0,0
BURST,0,0,0,0,0,0,0,0,0,0,0,0
BUSED,0,0,0,0,0,0,0,0,0,0,0,0
BUSHY,0,0,0,0,0,0,0,0,0,0,0,0
BUTCH,0,0,0,0,0,0,0,0,0,0,0,0
BUTTE,0,0,0,0,0,0,0,0,0,0,0,0
BUXOM,0,0,0,0,0,0,0,0,0,0,0,0
BUYER,0,0,0,0,0,0,0,0,0,0,0,0
BYLAW,0,0,0,0,0,0,0,0,0,0,0,0
CABAL,0,0,0,0,0,0,0,0,0,0,0,0
CABBY,0,0,0,0,0,0,0,0,0,0,0,0
CABIN,0,0,0,0,0,0,0,0,0,0,0,0
CABLE,0,0,0,0,0,0,0,0,0,0,0,0
CACAO,0,0,0,0,0,0,0,0,0,0,0,0
CACHE,0,0,0,0,0,0,0,0,0,0,0,0
CACTI,0,0,0,0,0,0,0,0,0,0,0,0
CADDY,0,0,0,0,0,0,0,0,0,0,0,0
CADET,0,0,0,0,0,0,0,0,0,0,0,0
CAGEY,0,0,0,0,0,0,0,0,0,0,0,0
CAIRN,0,0,0,0,0,0,0,0,0,0,0,0
CAMEL,0,0,0,0,0,0,0,0,0,0,0,0
CAMEO,0,0,0,0,0,0,0,0,0,0,0,0
CANAL,0,0,0,0,0,0,0,0,0,0,0,0
CANDY,0,0,0,0,0,0,0,0,0,0,0,0
CANNY,0,0,0,0,0,0,0,0,0,0,0,0
CANOE,0,0,0,0,0,0,0,0,0,0,0,0
CANON,0,0,0,0,0,0,0,0,0,0,0,0
CAPER,0,0,0,0,0,0,0,0,0,0,0,0
CAPUT,0,0,0,0,0,0,0,0,0,0,0,0
CARAT,0,0,0,0,0,0,0,0,0,0,0,0
CARGO,0,0,0,0,0,0,0,0,0,0,0,0
CAROL,0,0,0,0,0,0,0,0,0,0,0,0
CARRY,0,0,0,0,0,0,0,0,0,0,0,0
CARVE,0,0,0,0,0,0,0,0,0,0,0,0
CASTE,0,0,0,0,0,0,0,0,0,0,0,0
CATCH,0,0,0,0,0,0,0,0,0,0,0,0
CATER,0,0,0,0,0,0,0,0,0,0,0,0
CATTY,0,0,0,0,0,0,0,0,0,0,0,0
CAULK,0,0,0,0,0,0,0,0,0,0,0,0
CAUSE,0,0,0,0,0,0,0,0,0,0,0,0
CAVIL,0,0,0,0,0,0,0,0,0,0,0,0
CEASE,0,0,0,0,0,0,0,0,0,0,0,0
CEDAR,0,0,0,0,0,0,0,0,0,0,0,0
CELLO,0,0,0,0,0,0,0,0,0,0,0,0
CHAFE,0,0,0,0,0,0,0,0,0,0,0,0
CHAFF,0,0,0,0,0,0,0,0,0,0,0,0
CHAIN,0,0,0,0,0,0,0,0,0,0,0,0
CHAIR,0,0,0,0,0,0,0,0,0,0,0,0
CHALK,0,0,0,0,0,0,0,0,0,0,0,0
CHAMP,0,0,0,0,0,0,0,0,0,0,0,0
CHANT,0,0,0,0,0,0,0,0,0,0,0,0
CHAOS,0,0,0,0,0,0,0,0,0,0,0,0
CHARD,0,0,0,0,0,0,0,0,0,0,0,0
CHARM,0,0,0,0,0,0,0,0,0,0,0,0
CHART,0,0,0,0,0,0,0,0,0,0,0,0
CHASE,0,0,0,0,0,0,0,0,0,0,0,0
CHASM,0,0,0,0,0,0,0,0,0,0,0,0
CHEAP,0,0,0,0,0,0,0,0,0,0,0,0
CHEAT,0,0,0,0,0,0,0,0,0,0,0,0
CHECK,0,0,0,0,0,0,0,0,0,0,0,0
CHEEK,0,0,0,0,0,0,0,0,0,0,0,0
CHEER,0,0,0,0,0,0,0,0,0,0,0,0
CHESS,0,0,0,0,0,0,0,0,0,0,0,0
CHEST,0,0,0,0,0,0,0,0,0,0,0,0
CHICK,0,0,0,0,0,0,0,0,0,0,0,0
CHIDE,0,0,0,0,0,0,0,0,0,0,0,0
CHIEF,0,0,0,0,0,0,0,0,0,0,0,0
CHILD,0,0,0,0,0,0,0,0,0,0,0,0
CHILI,0,0,0,0,0,0,0,0,0,0,0,0
CHILL,0,0,0,0,0,0,0,0,0,0,0,0
CHIME,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,0,0,0,0,0,0,0,0,0,0,0,0
CHIRP,0,0,0,0,0,0,0,0,0,0,0,0
CHOCK,0,0,0,0,0,0,0,0,0,0,0,0
CHOIR,0,0,0,0,0,0,0,0,0,0,0,0
CHOKE,0,0,0,0,0,0,0,0,0,0,0,0
CHORD,0,0,0,0,0,0,0,0,0,0,0,0
CHORE,0,0,0,0,0,0,0,0,0,0,0,0
CHOSE,0,0,0,0,0,0,0,0,0,0,0,0
CHUCK,0,0,0,0,0,0,0,0,0,0,0,0
CHUMP,0,0,0,0,0,0,0,0,0,0,0,0
CHUNK,0,0,0,0,0,0,0,0,0,0,0,0
CHURN,0,0,0,0,0,0,0,0,0,0,0,0
CHUTE,0,0,0,0,0,0,0,0,0,0,0,0
CIDER,0,0,0,0,0,0,0,0,0,0,0,0
CIGAR,0,0,0,0,0,0,0,0,0,0,0,0
CINCH,0,0,0,0,0,0,0,0,0,0,0,0
CIRCA,0,0,0,0,0,0,0,0,0,0,0,0
CIVIC,0,0,0,0,0,0,0,0,0,0,0,0
CIVIL,0,0,0,0,0,0,0,0,0,0,0,0
CLACK,0,0,0,0,0,0,0,0,0,0,0,0
CLAIM,0,0,0,0,0,0,0,0,0,0,0,0
CLAMP,0,0,0,0,0,0,0,0,0,0,0,0
CLANG,0,0,0,0,0,0,0,0,0,0,0,0
CLANK,0,0,0,0,0,0,0,0,0,0,0,0
CLASH,0,0,0,0,0,0,0,0,0,0,0,0
CLASP,0,0,0,0,0,0,0,0,0,0,0,0
CLASS,0,0,0,0,0,0,0,0,0,0,0,0
CLEAN,0,0,0,0,0,0,0,0,0,0,0,0
CLEAR,0,0,0,0,0,0,0,0,0,0,0,0
CLEAT,0,0,0,0,0,0,0,0,0,0,0,0
CLEFT,0,0,0,0,0,0,0,0,0,0,0,0
CLERK,0,0,0,0,0,0,0,0,0,0,0,0
CLICK,0,0,0,0,0,0,0,0,0,0,0,0
CLIFF,0,0,0,0,0,0,0,0,0,0,0,0
CLIMB,0,0,0,0,0,0,0,0,0,0,0,0
CLING,0,0,0,0,0,0,0,0,0,0,0,0
CLINK,0,0,0,0,0,0,0,0,0,0,0,0
CLOAK,0,0,0,0,0,0,0,0,0,0,0,0
CLOCK,0,0,0,0,0,0,0,0,0,0,0,0
CLONE,0,0,0,0,0,0,0,0,0,0,0,0
CLOSE,0,0,0,0,0,0,0,0,0,0,0,0
CLOTH,0,0,0,0,0,0,0,0,0,0,0,0
CLOUD,0,0,0,0,0,0,0,0,0,0,0,0
CLOUT,0,0,0,0,0,0,0,0,0,0,0,0
CLOVE,0,0,0,0,0,0,0,0,0,0,0,0
CLOWN,0,0,0,0,0,0,0,0,0,0,0,0
CLUCK,0,0,0,0,0,0,0,0,0,0,0,0
CLUED,0,0,0,0,0,0,0,0,0,0,0,0
CLUMP,0,0,0,0,0,0,0,0,0,0,0,0
CLUNG,0,0,0,0,0,0,0,0,0,0,0,0
COACH,0,0,0,0,0,0,0,0,0,0,0,0
COAST,0,0,0,0,0,0,0,0,0,0,0,0
COBRA,0,0,0,0,0,0,0,0,0,0,0,0
COCOA,0,0,0,0,0,0,0,0,0,0,0,0
COLON,0,0,0,0,0,0,0,0,0,0,0,0
COLOR,0,0,0,0,0,0,0,0,0,0,0,0
COMET,0,0,0,0,0,0,0,0,0,0,0,0
COMFY,0,0,0,0,0,0,0,0,0,0,0,0
COMIC,0,0,0,0,0,0,0,0,0,0,0,0
COMMA,0,0,0,0,0,0,0,0,0,0,0,0
CONCH,0,0,0,0,0,0,0,0,0,0,0,0
CONDO,0,0,0,0,0,0,0,0,0,0,0,0
CONIC,0,0,0,0,0,0,0,0,0,0,0,0
COPSE,0,0,0,0,0,0,0,0,0,0,0,0
CORAL,0,0,0,0,0,0,0,0,0,0,0,0
CORER,0,0,0,0,0,0,0,0,0,0,0,0
CORNY,0,0,0,0,0,0,0,0,0,0,0,0
COUCH,0,0,0,0,0,0,0,0,0,0,0,0
COUGH,0,0,0,0,0,0,0,0,0,0,0,0
COULD,0,0,0,0,0,0,0,0,0,0,0,0
COUNT,0,0,0,0,0,0,0,0,0,0,0,0
COUPE,0,0,0,0,0,0,0,0,0,0,0,0
COURT,0,0,0,0,0,0,0,0,0,0,0,0
COVEN,0,0,0,0,0,0,0,0,0,0,0,0
COVER,0,0,0,0,0,0,0,0,0,0,0,0
COVET,0,0,0,0,0,0,0,0,0,0,0,0
COVEY,0,0,0,0,0,0,0,0,0,0,0,0
COWER,0,0,0,0,0,0,0,0,0,0,0,0
COYLY,0,0,0,0,0,0,0,0,0,0,0,0
CRACK,0,0,0,0,0,0,0,0,0,0,0,0
CRAFT,0,0,0,0,0,0,0,0,0,0,0,0
CRAMP,0,0,0,0,0,0,0,0,0,0,0,0
CRANE,0,0,0,0,0,0,0,0,0,0,0,0
CRANK,0,0,0,0,0,0,0,0,0,0,0,0
CRASH,0,0,0,0,0,0,0,0,0,0,0,0
CRASS,0,0,0,0,0,0,0,0,0,0,0,0
CRATE,0,0,0,0,0,0,0,0,0,0,0,0
CRAVE,0,0,0,0,0,0,0,0,0,0,0,0
CRAWL,0,0,0,0,0,0,0,0,0,0,0,0
CRAZE,0,0,0,0,0,0,0,0,0,0,0,0
CRAZY,0,0,0,0,0,0,0,0,0,0,0,0
CREAK,0,0,0,0,0,0,0,0,0,0,0,0
CREAM,0,0,0,0,0,0,0,0,0,0,0,0
CREDO,0,0,0,0,0,0,0,0,0,0,0,0
CREED,0,0,0,0,0,0,0,0,0,0,0,0
CREEK,0,0,0,0,0,0,0,0,0,0,0,0
CREEP,0,0,0,0,0,0,0,0,0,0,0,0
CREME,0,0,0,0,0,0,0,0,0,0,0,0
CREPE,0,0,0,0,0,0,0,0,0,0,0,0
CREPT,0,0,0,0,0,0,0,0,0,0,0,0
CRESS,0,0,0,0,0,0,0,0,0,0,0,0
